Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas1668     Pavarde1668    2     	2     	9     	8     	4     	7     	4     	10    	6     	6     	1     	4     	4     	4     	7     	8     	
Vardas1669     Pavarde1669    5     	7     	7     	10    	10    	5     	7     	2     	4     	2     	5     	6     	1     	5     	2     	6     	
Vardas1670     Pavarde1670    4     	6     	8     	7     	7     	9     	5     	1     	4     	9     	1     	10    	10    	1     	10    	2     	
Vardas1671     Pavarde1671    6     	7     	5     	7     	6     	6     	6     	9     	8     	10    	6     	4     	10    	8     	2     	9     	
Vardas1672     Pavarde1672    9     	8     	6     	6     	6     	3     	8     	6     	8     	3     	4     	10    	3     	10    	4     	9     	
Vardas1673     Pavarde1673    1     	7     	2     	8     	9     	7     	4     	3     	1     	6     	9     	7     	7     	6     	2     	8     	
Vardas1674     Pavarde1674    7     	7     	2     	4     	7     	9     	9     	7     	3     	3     	9     	8     	2     	9     	8     	9     	
Vardas1675     Pavarde1675    1     	6     	7     	5     	4     	5     	10    	2     	6     	1     	9     	9     	8     	8     	10    	2     	
Vardas1676     Pavarde1676    8     	6     	2     	3     	8     	2     	8     	2     	7     	3     	5     	8     	6     	2     	10    	10    	
Vardas1677     Pavarde1677    6     	7     	4     	10    	10    	10    	1     	2     	1     	4     	1     	3     	9     	3     	7     	6     	
Vardas1678     Pavarde1678    1     	2     	10    	6     	9     	1     	6     	8     	7     	8     	1     	5     	9     	4     	1     	8     	
Vardas1679     Pavarde1679    8     	3     	4     	5     	2     	10    	6     	1     	4     	7     	5     	9     	5     	1     	6     	6     	
Vardas1680     Pavarde1680    6     	4     	8     	8     	2     	1     	1     	9     	1     	2     	5     	7     	2     	7     	8     	2     	
Vardas1681     Pavarde1681    7     	7     	1     	2     	4     	7     	6     	2     	8     	5     	1     	7     	6     	6     	10    	4     	
Vardas1682     Pavarde1682    9     	10    	3     	4     	7     	7     	3     	2     	4     	7     	7     	4     	4     	3     	7     	2     	
Vardas1683     Pavarde1683    6     	9     	1     	7     	6     	9     	5     	8     	8     	4     	2     	10    	2     	7     	1     	10    	
Vardas1684     Pavarde1684    2     	1     	6     	9     	7     	3     	4     	6     	2     	2     	10    	10    	9     	9     	1     	10    	
Vardas1685     Pavarde1685    7     	7     	8     	10    	5     	4     	8     	7     	9     	5     	5     	5     	3     	6     	7     	3     	
Vardas1686     Pavarde1686    5     	8     	10    	6     	9     	7     	8     	4     	9     	9     	5     	2     	6     	8     	7     	2     	
Vardas1687     Pavarde1687    5     	4     	1     	9     	8     	5     	8     	5     	1     	9     	4     	1     	10    	1     	1     	3     	
Vardas1688     Pavarde1688    7     	8     	8     	3     	7     	1     	7     	1     	3     	1     	9     	2     	8     	5     	9     	3     	
Vardas1689     Pavarde1689    9     	3     	4     	7     	2     	5     	9     	7     	3     	6     	7     	8     	1     	1     	1     	2     	
Vardas1690     Pavarde1690    6     	10    	9     	10    	5     	5     	2     	5     	9     	5     	6     	6     	3     	4     	10    	5     	
Vardas1691     Pavarde1691    1     	3     	9     	1     	10    	5     	7     	10    	5     	5     	2     	10    	10    	2     	5     	8     	
Vardas1692     Pavarde1692    4     	7     	6     	3     	10    	2     	8     	2     	6     	3     	8     	7     	4     	9     	6     	8     	
Vardas1693     Pavarde1693    3     	8     	2     	2     	9     	6     	5     	7     	3     	6     	6     	1     	2     	7     	2     	7     	
Vardas1694     Pavarde1694    7     	3     	1     	6     	5     	10    	9     	1     	3     	9     	8     	4     	1     	7     	1     	1     	
Vardas1695     Pavarde1695    1     	2     	5     	2     	5     	1     	6     	4     	3     	6     	6     	8     	8     	3     	7     	1     	
Vardas1696     Pavarde1696    4     	2     	6     	9     	1     	9     	10    	9     	1     	8     	6     	8     	3     	2     	2     	9     	
Vardas1697     Pavarde1697    10    	6     	5     	3     	5     	1     	3     	9     	8     	2     	10    	3     	6     	7     	9     	1     	
Vardas1698     Pavarde1698    4     	6     	10    	9     	2     	2     	5     	2     	1     	6     	8     	6     	2     	7     	1     	5     	
Vardas1699     Pavarde1699    6     	2     	1     	5     	6     	3     	10    	9     	8     	9     	2     	7     	5     	5     	8     	1     	
Vardas1700     Pavarde1700    1     	8     	10    	2     	7     	8     	8     	2     	10    	9     	3     	9     	1     	2     	10    	10    	
Vardas1701     Pavarde1701    3     	7     	8     	8     	8     	10    	8     	8     	2     	2     	2     	6     	3     	7     	8     	7     	
Vardas1702     Pavarde1702    8     	7     	5     	2     	5     	7     	2     	9     	8     	1     	6     	9     	6     	6     	9     	6     	
Vardas1703     Pavarde1703    2     	3     	10    	7     	9     	1     	8     	1     	5     	1     	6     	5     	7     	4     	7     	9     	
Vardas1704     Pavarde1704    1     	10    	7     	3     	8     	10    	1     	3     	4     	1     	5     	5     	2     	3     	6     	3     	
Vardas1705     Pavarde1705    9     	1     	1     	4     	7     	7     	7     	6     	1     	2     	10    	4     	1     	4     	8     	5     	
Vardas1706     Pavarde1706    8     	8     	2     	10    	6     	10    	6     	2     	1     	1     	7     	7     	4     	10    	5     	3     	
Vardas1707     Pavarde1707    8     	2     	2     	3     	9     	4     	1     	8     	9     	8     	8     	3     	3     	9     	5     	9     	
Vardas1708     Pavarde1708    5     	6     	4     	3     	4     	5     	9     	6     	2     	3     	8     	6     	2     	4     	5     	4     	
Vardas1709     Pavarde1709    10    	5     	7     	3     	1     	9     	9     	8     	9     	5     	1     	1     	1     	1     	2     	2     	
Vardas1710     Pavarde1710    5     	1     	3     	3     	10    	10    	10    	3     	9     	4     	9     	6     	4     	5     	10    	1     	
Vardas1711     Pavarde1711    9     	1     	6     	6     	8     	2     	5     	10    	5     	8     	8     	4     	8     	3     	10    	8     	
Vardas1712     Pavarde1712    9     	8     	1     	10    	10    	9     	10    	10    	3     	10    	10    	5     	4     	4     	8     	10    	
Vardas1713     Pavarde1713    8     	6     	8     	2     	10    	7     	7     	10    	1     	8     	3     	8     	5     	7     	1     	1     	
Vardas1714     Pavarde1714    10    	1     	1     	3     	7     	7     	7     	2     	1     	2     	5     	7     	8     	6     	10    	5     	
Vardas1715     Pavarde1715    10    	4     	7     	3     	1     	1     	7     	8     	10    	1     	5     	7     	6     	5     	3     	5     	
Vardas1716     Pavarde1716    8     	3     	1     	1     	1     	3     	5     	4     	8     	5     	7     	1     	9     	9     	5     	1     	
Vardas1717     Pavarde1717    7     	2     	10    	7     	4     	8     	6     	4     	7     	4     	3     	3     	10    	2     	1     	7     	
Vardas1718     Pavarde1718    9     	3     	3     	2     	6     	2     	6     	1     	9     	7     	7     	3     	8     	3     	8     	2     	
Vardas1719     Pavarde1719    3     	7     	5     	4     	2     	10    	7     	2     	4     	5     	10    	4     	1     	10    	4     	4     	
Vardas1720     Pavarde1720    7     	10    	4     	5     	9     	7     	2     	9     	9     	6     	1     	2     	10    	1     	7     	9     	
Vardas1721     Pavarde1721    4     	8     	9     	8     	10    	1     	2     	10    	2     	5     	5     	3     	8     	2     	4     	2     	
Vardas1722     Pavarde1722    9     	5     	6     	9     	5     	10    	1     	1     	1     	7     	2     	3     	3     	9     	1     	1     	
Vardas1723     Pavarde1723    2     	7     	4     	7     	2     	3     	4     	6     	7     	10    	2     	3     	7     	7     	5     	4     	
Vardas1724     Pavarde1724    10    	2     	2     	10    	8     	10    	4     	10    	4     	4     	3     	1     	2     	6     	3     	2     	
Vardas1725     Pavarde1725    8     	8     	9     	1     	10    	3     	6     	6     	2     	1     	2     	4     	1     	7     	6     	3     	
Vardas1726     Pavarde1726    9     	7     	8     	1     	2     	6     	6     	7     	3     	2     	4     	1     	8     	8     	6     	2     	
Vardas1727     Pavarde1727    4     	10    	9     	1     	8     	8     	1     	3     	9     	6     	3     	8     	2     	4     	3     	2     	
Vardas1728     Pavarde1728    1     	5     	7     	4     	8     	1     	7     	2     	6     	5     	7     	7     	4     	7     	9     	10    	
Vardas1729     Pavarde1729    10    	2     	9     	7     	1     	2     	7     	10    	6     	6     	1     	10    	7     	3     	10    	3     	
Vardas1730     Pavarde1730    7     	3     	9     	8     	10    	10    	8     	4     	10    	10    	2     	3     	3     	1     	2     	7     	
Vardas1731     Pavarde1731    9     	3     	1     	4     	6     	7     	9     	7     	9     	7     	7     	1     	5     	8     	6     	2     	
Vardas1732     Pavarde1732    8     	6     	9     	8     	7     	5     	7     	5     	7     	7     	9     	10    	4     	10    	1     	10    	
Vardas1733     Pavarde1733    5     	4     	3     	9     	9     	5     	3     	8     	9     	5     	4     	3     	2     	9     	9     	10    	
Vardas1734     Pavarde1734    5     	1     	10    	10    	10    	2     	7     	5     	9     	8     	9     	4     	3     	5     	4     	6     	
Vardas1735     Pavarde1735    7     	1     	8     	3     	1     	8     	7     	10    	8     	5     	7     	7     	8     	5     	10    	8     	
Vardas1736     Pavarde1736    8     	6     	7     	6     	8     	6     	1     	3     	9     	6     	8     	6     	6     	1     	10    	3     	
Vardas1737     Pavarde1737    3     	10    	10    	2     	10    	3     	7     	9     	4     	6     	7     	6     	10    	8     	9     	9     	
Vardas1738     Pavarde1738    3     	10    	5     	10    	7     	3     	7     	5     	6     	3     	8     	3     	4     	9     	2     	2     	
Vardas1739     Pavarde1739    1     	2     	3     	5     	1     	5     	10    	6     	1     	9     	4     	6     	3     	9     	3     	5     	
Vardas1740     Pavarde1740    2     	10    	7     	3     	5     	1     	7     	1     	4     	7     	6     	1     	5     	7     	4     	9     	
Vardas1741     Pavarde1741    5     	10    	10    	1     	4     	10    	7     	2     	8     	5     	3     	4     	1     	4     	1     	4     	
Vardas1742     Pavarde1742    5     	5     	6     	4     	1     	5     	3     	6     	1     	8     	10    	6     	4     	3     	2     	5     	
Vardas1743     Pavarde1743    4     	9     	7     	4     	6     	10    	5     	3     	4     	7     	6     	5     	4     	9     	1     	10    	
Vardas1744     Pavarde1744    7     	7     	4     	10    	4     	8     	2     	1     	9     	7     	6     	8     	3     	1     	8     	10    	
Vardas1745     Pavarde1745    3     	6     	6     	7     	6     	5     	9     	7     	7     	3     	3     	5     	8     	4     	3     	6     	
Vardas1746     Pavarde1746    10    	1     	7     	5     	5     	2     	5     	8     	9     	8     	1     	2     	7     	8     	2     	3     	
Vardas1747     Pavarde1747    3     	7     	3     	5     	1     	8     	10    	2     	4     	2     	8     	10    	3     	1     	1     	8     	
Vardas1748     Pavarde1748    3     	9     	4     	6     	2     	3     	6     	4     	6     	8     	3     	2     	8     	2     	9     	3     	
Vardas1749     Pavarde1749    5     	6     	6     	5     	5     	2     	7     	9     	5     	5     	7     	9     	8     	2     	3     	1     	
Vardas1750     Pavarde1750    6     	1     	3     	9     	8     	7     	9     	9     	9     	9     	7     	1     	3     	6     	1     	6     	
Vardas1751     Pavarde1751    4     	3     	8     	2     	5     	8     	5     	9     	5     	8     	1     	5     	1     	8     	8     	2     	
Vardas1752     Pavarde1752    3     	9     	1     	5     	9     	4     	3     	2     	8     	10    	10    	2     	1     	5     	6     	7     	
Vardas1753     Pavarde1753    9     	10    	4     	9     	5     	1     	10    	3     	2     	1     	7     	4     	9     	2     	3     	10    	
Vardas1754     Pavarde1754    7     	2     	1     	9     	10    	6     	9     	6     	3     	5     	2     	2     	4     	1     	2     	8     	
Vardas1755     Pavarde1755    4     	2     	10    	2     	9     	4     	4     	3     	1     	5     	4     	5     	3     	3     	5     	3     	
Vardas1756     Pavarde1756    4     	10    	1     	2     	9     	10    	10    	6     	1     	3     	3     	9     	7     	3     	2     	5     	
Vardas1757     Pavarde1757    5     	7     	9     	1     	3     	4     	6     	6     	6     	6     	6     	2     	5     	7     	10    	3     	
Vardas1758     Pavarde1758    7     	5     	3     	1     	2     	1     	9     	1     	1     	5     	9     	3     	8     	7     	10    	3     	
Vardas1759     Pavarde1759    8     	1     	10    	10    	9     	5     	4     	2     	4     	6     	5     	6     	2     	3     	9     	5     	
Vardas1760     Pavarde1760    8     	8     	8     	6     	8     	9     	9     	6     	3     	9     	6     	8     	3     	5     	5     	6     	
Vardas1761     Pavarde1761    8     	3     	2     	7     	7     	6     	3     	1     	7     	9     	5     	5     	3     	1     	5     	8     	
Vardas1762     Pavarde1762    3     	8     	6     	9     	9     	8     	1     	3     	10    	7     	3     	7     	8     	7     	7     	2     	
Vardas1763     Pavarde1763    3     	3     	2     	4     	1     	10    	7     	10    	5     	8     	8     	10    	6     	6     	6     	1     	
Vardas1764     Pavarde1764    4     	9     	3     	9     	2     	9     	3     	7     	2     	4     	8     	8     	7     	9     	2     	1     	
Vardas1765     Pavarde1765    10    	1     	10    	9     	3     	1     	9     	8     	7     	2     	10    	7     	8     	2     	9     	10    	
